id	subsystem	disposition	evidence_maturity	bucket	net_min	net_max	overlap_group	subsystem_report	evidence
HS-006	foundations	proposed	whole_codebase_review	current_contract	100	180	theme-physical-publication	reviews/subsystem-foundations.json	Narrow staged-file publication helper; semantic state remains in state package; manifest-last and durability barriers retained.
HS-007	foundations	proposed	whole_codebase_review	current_contract	230	370	home-test-fixtures	reviews/subsystem-foundations.json	Only literal fake test and repeated codec/proof/byte/process fixture mechanics; no temporary-home construction or scenario removal.
HS-008	foundations	retained	whole_codebase_review	retained	0	0	home-typed-custody	reviews/subsystem-foundations.json	Retain generation lifetime, TypeId ownership, two-stage preparation, attachment retirement and reconciliation ownership.
HS-009	foundations	retained	whole_codebase_review	retained	0	0	theme-watcher	reviews/subsystem-foundations.json	notify 8.2.0 worker retirement/native filesystem gap defeats drop-in replacement.
HS-010	foundations	retained	whole_codebase_review	retained	0	0	home-codecs-publication	reviews/subsystem-foundations.json	Retain exact small formats, owned Fjall consumed boundary, sidecar residue and physical publication semantics.
MS-001	foundations	proposed	whole_codebase_review	current_contract	90	115	errors-model	reviews/subsystem-foundations.json	Exact error text and empty sources; existing thiserror. Attributes/import/member declaration deducted.
MS-002	foundations	proposed	whole_codebase_review	current_contract	20	40	stream-channel	reviews/subsystem-foundations.json	Fallible preallocation plus logical capacity remain; remove only ring bookkeeping and terminal Option moves.
MS-003	foundations	proposed	whole_codebase_review	current_contract	25	35	stream-page-generation	reviews/subsystem-foundations.json	Source API change only; authority does not require generations. Includes app custody-test adaptation; preserve total_leases and exact lease release.
MS-004	foundations	proposed	whole_codebase_review	current_contract	15	20	stream-page-diagnostics	reviews/subsystem-foundations.json	Conservative range around original 18; one snapshot helper and derives, excluding generation fields owned by MS-003.
MS-005	foundations	proposed	whole_codebase_review	current_contract	20	30	model-digest-tests	reviews/subsystem-foundations.json	Conservative range around original 25; test-local fold cost deducted; golden byte vectors stay independent.
MS-006	foundations	retained	whole_codebase_review	retained	0	0	model-domains	reviews/subsystem-foundations.json	Typed IDs, digest domains and validation macros already compact; no universal wrapper.
MS-007	foundations	retained	whole_codebase_review	retained	0	0	stream-custody	reviews/subsystem-foundations.json	Preserve exact rejected message, endpoint wakes, timeout distinction, fixed backing and weak observers.
MS-008	foundations	retained	whole_codebase_review	retained	0	0	stream-range	reviews/subsystem-foundations.json	Documented range/replay source and sink contracts remain required even without current production consumers.
PRE-001	whole	retained	whole_codebase_review	overlap	0	0	DT-004	report.md	Only marker-free build frontier; conditional 60–85 replaces preliminary 95–130. Active-marker removal remains.
PRE-002	whole	retained	whole_codebase_review	overlap	0	0	AM-005;AM-006	report.md	AM-005 owns mount construction; AM-006 owns distinct durable seeding. Old blanket estimate discarded.
PRE-003	whole	retained	whole_codebase_review	overlap	0	0	DP-007;DH-008;DH-009;DT-006;SYN-SYN-001	report.md	Ordinary-edit helper paid once by DH-008; two omitted callers added only by SYN-SYN-001.
PRE-004	whole	retained	whole_codebase_review	overlap	0	0	APP-SYN-001;SYN-SYN-002;APP-SYN-002;FND-SYN-001	report.md	App 12–18 and Syndic 260–330 incremental net; foundations already tempfile, zero. Lifetime corrections zero. DT-006 label-protection home excluded from Syndic share.
PRE-005	whole	retained	whole_codebase_review	overlap	0	0	AC-011;AX-016	report.md	Separate protocol reader behavior preserved. Original 120–190 not additive.
PRE-006	whole	retained	whole_codebase_review	overlap	0	0	AS-009;AX-018	report.md	AS-009 includes missing behavioral replacement coverage; AX-018 additional evidence adds zero.
PRE-007	whole	retained	whole_codebase_review	overlap	0	0	SC-007	report.md	Draft-piece 95–125 is contained in SC-007 150–190. Other payload reconstruction remains disjoint.
PRE-008	whole	retained	whole_codebase_review	overlap	0	0	BJ-001;BJ-003	report.md	BJ-001 owns control grammar; response-only helpers included in BJ-003 if rewritten.
PRE-009	whole	retained	whole_codebase_review	overlap	0	0	DP-003;DH-003;DH-004;DP-009;SA-010	report.md	Pure mechanics 155–255 already counted; broad unmetered authentication reader not adopted.
PRE-010	whole	retained	whole_codebase_review	overlap	0	0	ST-005	report.md	Closed action enum changes Rust API spelling; current lifecycle and stored format retained.
PRE-011	whole	retained	whole_codebase_review	overlap	0	0	ST-003	report.md	Complete-review 130–190 replaces preliminary 130–160; exact domain diagnostics retained.
PRE-012	whole	retained	whole_codebase_review	overlap	0	0	ST-011;ST-014	report.md	Current parser helper and changed whole-document TOML alternative are mutually exclusive.
PRE-013	whole	retained	whole_codebase_review	overlap	0	0	AS-006;AC-003;AX-011;APP-SYN-003	report.md	Concrete geometry/shutdown/forwarding cuts only; no unpriced composer service facade deletion.
PRE-014	whole	retained	whole_codebase_review	overlap	0	0	AW-003;AW-004	report.md	Copy Detail 330–430 requires contract change and replaces AW-004 8–12.
PRE-015	whole	deferred	whole_codebase_review	contract_alternative	0	0	AM-009;AI-014;SS-009	report.md	Unmeasured resident-editor/snapshot-history alternative; explicit size, restart, marker, custody and format choices needed.
PRE-016	whole	retained	whole_codebase_review	existing_rework	0	0	AP-008;DT-007	report.md	Existing tree/service rework, zero new savings; identity/rank selectors and durable seal ownership remain distinct.
SA-001	syndic	proposed	whole_codebase_review	current_contract	110	170	SA-001	reviews/subsystem-syndic.json	Remove the duplicate private record/Parts representation and borrow canonical payloads; opaque public records and distinct durable head/receipt roles remain.
SA-002	syndic	proposed	whole_codebase_review	current_contract	35	80	SA-002	reviews/subsystem-syndic.json	Share authenticated descriptor predicates, not editor paths. Root/child selection, path capture, minimum fanout and existing error policy remain explicit for each reader.
SA-003	syndic	proposed	whole_codebase_review	current_contract	140	240	SA-003	reviews/subsystem-syndic.json	Finalize one caller-supplied successor payload with exact checked metadata exchange; keep operation-specific admission and command preflight. writer/begin uses one DomainReader snapshot, so save original charge instead of rereading the shadowed head. Preserve declared accounting policy.
SA-004	syndic	proposed	whole_codebase_review	current_contract	35	65	SA-004	reviews/subsystem-syndic.json	Mandatory consume-by-value custody should be direct fields; only extractable command remains optional. No Drop implementation prevents safe destructuring; rejected receipt and standalone consumption must still release reservations.
SA-005	syndic	proposed	whole_codebase_review	current_contract	85	130	SA-005	reviews/subsystem-syndic.json	One private terminal mutation can back three named seal entry points. Keep permitted terminal outcomes and replay policy closed; active advance/seal mechanics remain separate.
SA-006	syndic	proposed	whole_codebase_review	current_contract	30	65	SA-006	reviews/subsystem-syndic.json	One bounded source-then-target index-effect assembler removes duplicate aggregation without merging the source-order and target-id trees.
SA-007	syndic	proposed	whole_codebase_review	current_contract	140	240	SA-007	reviews/subsystem-syndic.json	Share proven-page and admitted-tail test mechanics only; keep independent canonical encoders and fixture versus writer-admitted marker paths. No TestHome body is counted here.
SA-008	syndic	proposed	whole_codebase_review	current_contract	45	80	SA-008	reviews/subsystem-syndic.json	Use thiserror only for the four named errors, retaining readiness source=None and existing seal conversion/source. Callback provenance is unaffected.
SA-009	syndic	retained	whole_codebase_review	retained	0	0	SA-009	reviews/subsystem-syndic.json	im::OrdMap has no authenticated external-node/replay seam. Keep the durable tree and its local SA-002/006 reductions; archive status is an additional negative, not the central fit argument.
SA-010	syndic	retained	whole_codebase_review	retained	0	0	SA-010	reviews/subsystem-syndic.json	Preflight and in-command observation protect different times and authorities. Preserve canonical source occurrence order/multiplicity, target correlation and terminal custody.
SA-011	syndic	proposed	whole_codebase_review	correctness	0	0	SA-011	reviews/subsystem-syndic.json	Static duplicate module declaration prevents using the accepted-proof target as future evidence. Rename fixture support separately from common support; no LOC saving.
SC-001	syndic	proposed	whole_codebase_review	current_contract	115	175	SC-001	reviews/subsystem-syndic.json	Specialize the legacy prepared-content path for its sole UTF8 caller. ComposerV1 already has its separate fold; unused mixed marker/range scaffolding may disappear without removing content authority.
SC-002	syndic	proposed	whole_codebase_review	current_contract	315	395	SC-002	reviews/subsystem-syndic.json	Use existing thiserror for core errors while preserving deliberate absence of validation sources and attachment's source without new From. Do not merge error domains by string or source-chain inspection.
SC-003	syndic	proposed	whole_codebase_review	current_contract	65	80	SC-003	reviews/subsystem-syndic.json	One explicit production codec list may emit registration and reconciliation dispatch; retain an independent test inventory. Current86 versus target90 families is rework, not dead registration.
SC-004	syndic	proposed	whole_codebase_review	current_contract	125	165	SC-004	reviews/subsystem-syndic.json	A local required-read macro removes seventeen repeated stable-missing branches, retaining special missing thread handling, point-read order and distinct stabilized diagnostics.
SC-005	syndic	proposed	whole_codebase_review	current_contract	75	95	SC-005	reviews/subsystem-syndic.json	Share example stage outcomes only; consuming seal custody differs. The live example remains and does not count as dead upstream fork example code.
SC-006	syndic	proposed	whole_codebase_review	current_contract	220	300	SC-006	reviews/subsystem-syndic.json	Use separate test-local fixture and physical-family declarations with literal independent expectations. Do not generate corruption expectations from SC-003 production registration.
SC-007	syndic	proposed	whole_codebase_review	current_contract	150	190	SC-007	reviews/subsystem-syndic.json	Count150–190 including the PRE-007 draft-piece subrange95–125. Exclude DT-002 progress payload and DP-002 staging reconstruction; deliberate malformed fields/digests and three-record coordinated updates stay.
SC-008	syndic	proposed	whole_codebase_review	current_contract	25	35	SC-008	reviews/subsystem-syndic.json	Reuse the existing frontier deletion mutation with the public helper retained. Other history fault closures remain separate.
SC-009	syndic	proposed	whole_codebase_review	current_contract	780	1020	SC-009	reviews/subsystem-syndic.json	Remove the always-filtered construction chain before other fixture factoring. Both active::records consumers discard every392L item-record output; keep active_route_fact, exact retained output order, ProviderItemFixture::seed, active/provider_seed and canonical_empty_root_history_pair_for's real store.
SC-010	syndic	proposed	whole_codebase_review	current_contract	35	50	SC-010	reviews/subsystem-syndic.json	Share semantic seed/corrupt lifecycle mechanics but preserve separate fresh homes for routine registration and explicit recovery/scrub checks.
SL-001	syndic	proposed	whole_codebase_review	current_contract	60	70	SL-001	reviews/subsystem-syndic.json	Existing readers already implement the required behavior; import them directly and reuse the exact parent-index constructor.
SL-002	syndic	proposed	whole_codebase_review	current_contract	120	180	SL-002	reviews/subsystem-syndic.json	Share pure initial record bundles only after callers compute authenticated identities/revisions. Keep read order, assets, draft preservation and lifecycle kind in each operation.
SL-003	syndic	proposed	whole_codebase_review	current_contract	80	120	SL-003	reviews/subsystem-syndic.json	Share two narrow write pairs at their current positions, not a single writer that changes interleaving, optional reservation or contribution order.
SL-004	syndic	proposed	whole_codebase_review	current_contract	55	85	SL-004	reviews/subsystem-syndic.json	Share exact route-successor derivation with explicit Changed versus PreserveObserved head effect. Writer None means no write; read expectation must retain an unrelated newer head. Keep prior transition and promotion proofs.
SL-005	syndic	proposed	whole_codebase_review	current_contract	500	580	SL-005	reviews/subsystem-syndic.json	Merge identical successful fixture mechanics with explicit IDs/time and exact command counts. This excludes TempHome construction and named/generic fault drivers.
SL-006	syndic	proposed	whole_codebase_review	current_contract	60	80	SL-006	reviews/subsystem-syndic.json	One driver may execute both named/generic abandonment and all six cuts; retain named persistence-error assertion and reconciliation owner checks.
SL-R01	syndic	retained	whole_codebase_review	retained	0	0	SL-R01	reviews/subsystem-syndic.json	Keep ordinary versus provider stop effects and immutable compaction/retirement witnesses. They prove different durable successors and cannot be replaced by a generic state machine.
SP-001	syndic	proposed	whole_codebase_review	current_contract	100	170	SP-001	reviews/subsystem-syndic.json	One physical PIV1 byte writer may serve two source traversals. Keep typed/reused text and replay-selector acquisition separate, and retain the independent streaming validator and bounded decoder oracle.
SP-002	syndic	proposed	whole_codebase_review	current_contract	55	80	SP-002	reviews/subsystem-syndic.json	Share the pure checked item transition; retain observation issue classification and exact error precedence. It does not replace source-event or durable build admission.
SP-003	syndic	proposed	whole_codebase_review	current_contract	180	255	SP-003	reviews/subsystem-syndic.json	Combine compiler 90–130 and typed mutation 90–125 once, for 180–255. Both retain one optional span until final digest; later durable encoding, source verification and exact completion comparison remain.
SP-004	syndic	proposed	whole_codebase_review	current_contract	25	40	SP-004	reviews/subsystem-syndic.json	Derive the text summary through the existing full-EOF selection scan. Length-prefixed encoding still needs length knowledge before output, so its summary/output traversals are not counted as eliminated.
SP-005	syndic	proposed	whole_codebase_review	current_contract	350	550	SP-005	reviews/subsystem-syndic.json	Share positive observation-event setup only. Its observation/compiler/issue call sites are disjoint from SC-009's unconditionally filtered provider record construction and SX-007's typed-frame fixtures.
SP-006	syndic	retained	whole_codebase_review	retained	0	0	SP-006	reviews/subsystem-syndic.json	Retain distinct streaming validation, bounded independent decoding and typed PIV1 values. Ordered duplicate keys, floating bits, reused source ranges and unbounded streamed strings are not a generic JSON DOM contract.
SP-007	syndic	retained	whole_codebase_review	retained	0	0	SP-007	reviews/subsystem-syndic.json	Retain incremental exact locator validation and existing std IPv6 reuse. url's owned normalized string does not replace this bounded state machine.
SQ-001	syndic	proposed	whole_codebase_review	current_contract	250	350	SQ-001	reviews/subsystem-syndic.json	A shared steering acquisition has two explicit policies, not one eligibility rule. Ready non-Routed stabilized absence and delivering invariant remain asymmetric; preserve twelve reads and API-specific metrics.
SQ-002	syndic	proposed	whole_codebase_review	current_contract	140	220	SQ-002	reviews/subsystem-syndic.json	Share bounded encoded-byte transport with caller-sized storage and exact accounting adapters. Do not use UTF8-clipped text pages to fill arbitrary encoded windows or erase chunk authentication.
SQ-003	syndic	proposed	whole_codebase_review	current_contract	65	100	SQ-003	reviews/subsystem-syndic.json	Share existing text-page orchestration after preserving the different offset-validation order and marker authorization. Equality of the second manifest with the first permits skipping only repeated pure validation.
SQ-004	syndic	proposed	whole_codebase_review	current_contract	40	65	SQ-004	reviews/subsystem-syndic.json	Share the exact narrative-span construction/read/equality fold. Staged partial-completion rules and published first-generation rules remain local and independently acquired.
SQ-005	syndic	proposed	whole_codebase_review	current_contract	55	85	SQ-005	reviews/subsystem-syndic.json	One internal Read/Invariant domain replaces only lossless internal maps. The completion and live publication mutation maps remain explicit and counted here once; SC-002 preserves the reused enum's unsourced Error behavior.
SQ-006	syndic	proposed	whole_codebase_review	current_contract	105	115	SQ-006	reviews/subsystem-syndic.json	Delete only the eight-record identity rewrite. Preserve the extra HistorySummary revision in initial construction, split_off(8), 384-member setup and twelve-read assertion.
SQ-007	syndic	proposed	whole_codebase_review	current_contract	35	55	SQ-007	reviews/subsystem-syndic.json	Share revision-fenced source transport but keep public cursor types, diagnostics, limits and AcceptedNext's revision wrapper.
SQ-R01	syndic	retained	whole_codebase_review	retained	0	0	SQ-R01	reviews/subsystem-syndic.json	Exhaustive physical-family validation, reverse orphan checks and historical descendant rules cannot be replaced by ordinary bounded queries or current-record equality.
SQ-R02	syndic	deferred	whole_codebase_review	deferred	0	0	SQ-R02	reviews/subsystem-syndic.json	Resolve the route-only derivation in SL-004 and activity/phase derivations in SX-003, with zero here. Broad stop/recovery snapshot unification remains deferred because independent missing records and the eighth/thirty-third-read race schedule matter.
SS-001	syndic	proposed	whole_codebase_review	current_contract	180	270	SS-001	reviews/subsystem-syndic.json	Keep one explicit variant-to-byte list; never derive tags from Rust order. The byte maps remain format authority inputs and are independent of the production family list SC-003.
SS-002	syndic	proposed	whole_codebase_review	current_contract	70	110	SS-002	reviews/subsystem-syndic.json	Reuse only matching counter/nonce mechanics while preserving nominal types, const interfaces and distinct error contracts; no universal value hierarchy.
SS-003	syndic	proposed	whole_codebase_review	current_contract	28	42	SS-003	reviews/subsystem-syndic.json	Remove the private context-owner mirror across typed key, codec, reader, writer, scrub and fault callers. The local ScanKey trait permits the model enum directly; keep key-specific EOF/error mapping.
SS-004	syndic	proposed	whole_codebase_review	current_contract	95	145	SS-004	reviews/subsystem-syndic.json	Use private changed-field updates followed by the same validator. Compaction transitions and provider completion remain distinct domain operations; this does not authorize merging their state machines.
SS-005	syndic	deferred	whole_codebase_review	deferred	0	0	SS-005	reviews/subsystem-syndic.json	Do not book a gain for correlated-option representation alone. Public optional getters and constructor adapters can replace every deleted encoder presence check; prototype one record only after adjacent accepted refactors.
SS-006	syndic	proposed	whole_codebase_review	current_contract	13	18	SS-006	reviews/subsystem-syndic.json	Keep exact CodecError messages and InvalidValue's current source. Existing thiserror is sufficient and source inference must be checked.
SS-007	syndic	proposed	whole_codebase_review	current_contract	25	55	SS-007	reviews/subsystem-syndic.json	Share the exact ten-field span body and existing primitives; keep family EOF and diagnostic context separate. This is disjoint from scalar tags and counters.
SS-008	syndic	proposed	whole_codebase_review	current_contract	0	0	SS-008	reviews/subsystem-syndic.json	Recommend borrowed resource decoding as a zero-line allocation cleanup. Lifetime changes and retained public validation offset any plausible LOC reduction.
SS-009	syndic	deferred	whole_codebase_review	contract_alternative	0	0	SS-009	reviews/subsystem-syndic.json	Defer to an independently authorized new value format; Postcard cannot be hidden under exact V7. It overlaps local value-codec work and any bounded-editor redesign; no gross codec area is booked.
SS-010	syndic	retained	whole_codebase_review	existing_rework	0	0	SS-010	reviews/subsystem-syndic.json	Known active rework: input-gate V4 versus target V5/RepairRequired and 86 versus 90 families. Missing required families/variants are additions, not removable code or a test expectation typo.
ST-001	foundations	proposed	whole_codebase_review	current_contract	180	260	state-domain-inventory	reviews/subsystem-foundations.json	One private fixed typed inventory; explicit modes/order, candidate generation and receipt adapters retained.
ST-002	foundations	proposed	whole_codebase_review	current_contract	600	900	errors-state	reviews/subsystem-foundations.json	Exact Display/source/From topology; excludes error code removed by codec reuse and theme-parser alternative.
ST-003	foundations	proposed	whole_codebase_review	current_contract	130	190	state-codec-primitives	reviews/subsystem-foundations.json	PRE-011 refined: reuse existing encoding.rs with narrow exact error adapters; no stored-byte change.
ST-004	foundations	proposed	whole_codebase_review	current_contract	570	970	state-test-fixtures	reviews/subsystem-foundations.json	Original650–1050 less80 conservative reserve for complete54-line false-concurrency test,22-line digest test and unused-argument lines; corrective portions FND-SYN-002 at zero; excludes temporary homes.
ST-005	foundations	proposed	whole_codebase_review	current_contract	200	260	durable-job-transitions	reviews/subsystem-foundations.json	PRE-010 refined: closed action family with coordinated source API/callsite adaptation; exact Rust struct names are not authority. Lifecycle/wire/footprint preserved; includes adapters, no external archive.rs deletion credited.
ST-006	foundations	proposed	whole_codebase_review	current_contract	100	180	state-exhaustive-scans	reviews/subsystem-foundations.json	Bounded visitor/page-continuation mechanics only; domain-specific carry/invariants remain; no ordinary-read/exhaustive-scrub merger.
ST-007	foundations	proposed	whole_codebase_review	current_contract	35	60	catalog-checked-rows	reviews/subsystem-foundations.json	Consume already checked rows and factor exact claim checks with explicit origin policy; preserve row/index agreement.
ST-008	foundations	retained	whole_codebase_review	retained	0	0	unicode-catalog	reviews/subsystem-foundations.json	ICU composition not proved exact Unicode17 NFKC_CF; generated data is not free deletion.
ST-009	foundations	proposed	whole_codebase_review	current_contract	35	55	session-window-removal	reviews/subsystem-foundations.json	Shared prepared publication after distinct ordinary/abandonment admissions.
ST-010	foundations	proposed	whole_codebase_review	current_contract	70	110	asset-proof-encoding	reviews/subsystem-foundations.json	One canonical association encoding/private checked proof construction and point limits; independent expected digests retained.
ST-011	foundations	proposed	whole_codebase_review	current_contract	70	110	theme-parser-alternatives	reviews/subsystem-foundations.json	Equivalent lexical primitives only; explicit dialect/escaping/CRLF/mode differences retained; mutually exclusive with ST-014.
ST-012	foundations	proposed	whole_codebase_review	current_contract	150	240	theme-semantic-execution	reviews/subsystem-foundations.json	Private context and checked physical decoder sharing; exact snapshot, two passes, late SaveAs/delete guards retained.
ST-013	foundations	proposed	whole_codebase_review	current_contract	80	130	theme-pending-outcome	reviews/subsystem-foundations.json	Complete private pending payload installed once before exposing public handle; no disposable optional payloads or post-effect fallible wrapper construction.
ST-014	foundations	deferred	whole_codebase_review	contract_alternative	350	550	theme-parser-alternatives	reviews/subsystem-foundations.json	Replace ST-011, never add it: capped256KiB whole-document TOML requires residency/grammar/InstalledLoad/concurrency authority decision and prototype; manifest remains streaming.
SX-001	syndic	proposed	whole_codebase_review	current_contract	35	45	SX-001	reviews/subsystem-syndic.json	Use the same prepared ActivityEffect after handoff-specific validation; duplicate HandoffRecords has no independent contribution semantics.
SX-002	syndic	proposed	whole_codebase_review	current_contract	60	90	SX-002	reviews/subsystem-syndic.json	Share next-item acquisition and common selected-history effects, preserving freeze authentication versus finalization projection checks and error/read/invalidation order.
SX-003	syndic	proposed	whole_codebase_review	current_contract	45	75	SX-003	reviews/subsystem-syndic.json	Share pure presentation/phase/order values after independent writer/scrub authentication. Owns the relevant SQ-R02 pieces once; typed failure adapters preserve each boundary.
SX-004	syndic	proposed	whole_codebase_review	current_contract	20	30	SX-004	reviews/subsystem-syndic.json	One presence-aware loop retains manifest-first collision and exact child absence/equality requirements.
SX-005	syndic	proposed	whole_codebase_review	current_contract	50	80	SX-005	reviews/subsystem-syndic.json	Share paragraph/fallback buffer mechanics while retaining persisted parser representation, exact source partition and separate fence/table behavior.
SX-006	syndic	proposed	whole_codebase_review	current_contract	15	30	SX-006	reviews/subsystem-syndic.json	Prepare only absent writes or pair each record with its presence; use a closed continuation/completion effect. Resource and resource-index occupancy remain independently checked.
SX-007	syndic	proposed	whole_codebase_review	current_contract	300	400	SX-007	reviews/subsystem-syndic.json	Share typed-provider/recovery/transcript/catalog fixture mechanics only. No SP-005 observation setup, SL-005 lifecycle fixture, SQ-006 rewrite or TempHome body overlaps.
SX-R01	syndic	retained	whole_codebase_review	retained	0	0	SX-R01	reviews/subsystem-syndic.json	Pulldown-cmark's eager input-wide first pass and private parser state do not replace checkpointed bounded projection. Closed-block use retains most Beryl mechanisms and has zero established net.
SX-R02	syndic	retained	whole_codebase_review	retained	0	0	SX-R02	reviews/subsystem-syndic.json	Keep source/target reads, exact receipts, historical generations and independent provider representation boundaries. SQ-005 owns the two internal-error boundary maps; no additional savings.
SYN-SYN-001	syndic	proposed	whole_codebase_review	current_contract	20	40	SYN-SYN-001	reviews/subsystem-syndic.json	The original PRE-003 named transaction duplication survives the local reports: piece_tree::transaction(797–847) and syndic_range_source::transaction(401–452) perform the same session/header/ordered-fragment preparation, differing only in an unused seed parameter. Extend DH-008's ordinary-edit core to accept explicit replacements plus predecessor/successor caret/selection pairs; keep thin local wrappers and each Transaction's explicit session/operation/positions. Do not merge stage/advance/settle or fault points.
SYN-SYN-002	syndic	proposed	whole_codebase_review	current_contract	260	330	SYN-SYN-002	reviews/subsystem-syndic.json	Reuse tempfile3.27.0 through one feature-neutral test helper with new(label)/path(), exclusive random directory creation and bounded cleanup retry. Route existing support modules to that helper without importing test-faults into default targets. Replace the manually scoped default-feature thread-properties directory. Keep live stores/leases/handles before the home in field destruction order; preserve explicit close/reopen and local-binding order. This is Syndic's PRE-004 share only.
