path	baseline_blob	bytes	lines	kind	status	review_depth	finding_ids	evidence
crates/beryl-app/src/cas_projection/service/admission.rs	af155c2ca1db4c1b226d984cbccd6e738e2dc80e	9627	250	source	audited	full_bodies		All production/test candidate admission, permit-before-connect, launch identity and registry methods reviewed; separate nonauthorizing fixture path retained.
crates/beryl-app/src/cas_projection/service/commands.rs	f7dfecc1a4d89fbeb8fa0bc9f0a4b78905e90d97	11672	316	source	audited	full_bodies		All lifecycle/compaction/stop/window-close command preparation, exact target scan and live-home borrowing reviewed; exact cause and primary/join semantics retained.
crates/beryl-app/src/cas_projection/service/construction.rs	192f084e4aa58f0fa1085d160f73f7f768b3c983	6346	163	source	audited	full_bodies	AX-020	Entire new/construct startup sequence reviewed; partial-construction join gaps remain zero-savings lifecycle observations, not deletion of target fresh startup gating.
crates/beryl-app/src/cas_projection/service/flight_registry.rs	9c2997e8d68def53aa1e8213c12fa04ca7e9a6e6	6657	192	source	audited	full_bodies		Full process-wide flight acquire/acquire-or-arm/release and home fencing reviewed; single optional wake fact retained with exact home/thread generation.
crates/beryl-app/src/cas_projection/service/scheduling.rs	f8f6dfcfb50ca236e2a5fe911cc01a5346a3226f	13109	361	source	audited	full_bodies		All diagnostics, test-fault controls, worker/flight acquisition, provider/session lease validation and cfg test methods reviewed; source boundaries remain typed and exact.
crates/beryl-app/src/cas_projection/service/shutdown.rs	06ab48837e2cf7d40bf6e05f81ccd805e074a607	10929	274	source	audited	full_bodies	AX-011	Both explicit shutdown modes, implicit request path and Drop reviewed; AX-011 shares only mechanics, preserves join completion/error precedence and home outcome.
crates/beryl-app/src/cas_projection/service_config.rs	4d2f966a4742a8d7aa336d6adb7fa9dac193df9f	16457	460	source	audited	full_bodies	AX-005	Full config derivation/bounds, worker-role reservation/acquisition/release, waiters and permit pair bodies reviewed; candidate direct worker permit avoids unshared Arc; retain atomic pair acquisition and protected steering reserve.
crates/beryl-app/src/cas_projection/service_registry.rs	2e361f266bb30f88690fe33f56a8fe3429859446	2781	77	source	audited	full_bodies		All registry locks, bounded completed-retirement reaping, poison test and content-free Debug reviewed; no registry lock held across connection lifecycle cleanup.
crates/beryl-app/src/cas_projection/service_supervisor.rs	16ba529277cc3710d958e84f1ab1578c9086c245	6758	196	source	audited	full_bodies		Full terminal-supervisor start, diagnostics, shutdown and bounded Drop bodies reviewed; target mounted lifecycle remains required despite current unmounted source.
crates/beryl-app/src/cas_projection/service_supervisor/slot.rs	3839e530551897e274926f5ceaa40ea7208e0637	7515	235	source	audited	full_bodies		All slot owner/lease/acquire/withdraw/diagnostics/shutdown/drop bodies reviewed; exact Arc release-before-zero-lease notification must remain.
crates/beryl-app/src/cas_projection/service_supervisor/tests.rs	ca1f7e16d6b6c80132527e64d9789c02f87606d3	3537	104	test	audited	full_bodies		Complete terminal failure/provider probe scenario reviewed; persistent failure cut and once-only provider shutdown assertions retained.
crates/beryl-app/src/cas_projection/service_supervisor/worker.rs	96e5e49402f823d7b14999a8d288f6fbc04f6f95	6506	176	source	audited	full_bodies		All worker spawn cleanup, run loop, cut withdrawal, unleased wait, close/outcome and error presentation reviewed; do not erase terminal-vs-ordinary close distinction.
crates/beryl-app/src/cas_projection/stop.rs	ecbcd8518aa0094acc9ffa2a5eae026663dbaa2a	51589	1430	source	audited	full_bodies	AX-013	Complete stop owner/local election, refresh, abort, claim execution and settlement bodies reviewed; preserve claim uncertainty and local-vs-persistent failure precedence.
crates/beryl-app/src/cas_projection/stop/persistent_failure.rs	e2ee7865ce32deb499dfad0e96b37a89904f802e	1728	47	source	audited	full_bodies		All stop persistent-failure cut/election bodies reviewed; typed pending command ownership retained.
crates/beryl-app/src/cas_projection/test_faults.rs	853edd81a231a582babe41a29798893a9d620db4	12258	363	source	audited	full_bodies	AX-014	All exact approval/install/submit/slot barrier bodies reviewed; pause-core duplication candidate preserves token cleanup and distinct channel semantics.
crates/beryl-app/src/cas_projection/test_faults/promotion.rs	02f8242d1309eaf73afc7d38c034b1bd5c4328ab	7470	233	source	audited	full_bodies		All exact promotion barrier install/pause/release/Drop bodies reviewed; local latch sharing candidate.
crates/beryl-app/src/cas_projection/test_faults/provider.rs	c08805d8118b293faac7e75aa70b523e84600115	17241	551	source	audited	full_bodies		All provider ingress/metric/fault bodies reviewed; retain staged-custody diagnostics; constant retained-item flag overlaps BR004.
crates/beryl-app/src/cas_projection/test_faults/provider/checked_user.rs	8f1418412628b3403f2f0af78fa8bb5d7c1649e8	8247	270	source	audited	full_bodies		All checked-user pause/selection/install/release bodies reviewed; typed lifecycle and per-key filter remain.
crates/beryl-app/src/cas_projection/test_faults/provider/receiver_loss.rs	aec6a896ce23a1e6d410f92716f61fd5312f68e4	1666	51	source	audited	full_bodies		All receiver-loss arm/take/token-checked cleanup bodies reviewed; no independent saving.
crates/beryl-app/src/cas_projection/test_faults/provider/steering.rs	8591266b334d8f53559835eb9ac0840bb80f02ce	3153	110	source	audited	full_bodies		All steering selection channel barrier bodies reviewed; single arrival semantics differ from reusable Condvar latch.
crates/beryl-app/src/cas_projection/test_faults/recovery.rs	25dd802514c0441b7eeb22b7e39e4216de45cb19	4141	139	source	audited	full_bodies		All recovery boundary and page-handoff barrier bodies reviewed; exact thread/page/stage custody retained.
crates/beryl-app/src/cas_projection/test_faults/scheduler.rs	a22a0e8f565793783a4679c5a37168a8d9ea220f	8672	289	source	audited	full_bodies		All scheduler panic/worker injection, observation and token-checked cleanup bodies reviewed; no new finding.
crates/beryl-app/src/cas_projection/test_faults/target.rs	328df27a547d5984acc2fa6eda8f31f2b4f78d28	3690	119	source	audited	full_bodies		All target registration abandonment seam bodies reviewed; timeout and disconnection remain distinct.
crates/beryl-app/src/cas_projection/test_faults/terminal_history.rs	0f6de8394cd049c59e1d87a6a0f5596577a4dd80	2756	107	source	audited	full_bodies		All terminal-history stage barrier bodies reviewed; duplicated single-use channel handshake may share helper only preserving exact stage registry.
crates/beryl-app/src/cas_projection/turn_activation.rs	c9ebfd0db08f9666c039a94ad89dbee9402340ab	3840	125	source	audited	full_bodies	AX-010	All turn activation/compaction authorization/enqueue bodies reviewed; unused publication inputs covered AX-010.
crates/beryl-app/src/catalog_projection.rs	4334fe8b1e205f738812db65a23868612cdb4194	9956	259	source	audited	full_bodies	AU-007	Examined 1-259. One typed atomic cross-domain join; stable home fence and exact-current no-op are required. AU-007 consolidates duplicated pure execution-binding validation and fact projection with window_acquisition.
crates/beryl-app/src/composer_host/activation.rs	e100faaf61476ce0d95c0469ba5fc811b6a5b2ac	12351	314	source	audited	full_bodies	AP-003	Examined 1-314. Opened/replay/selector/cancellation/restoration/initial-range paths and test fault cuts; conditional open custody cleanup is repeated.
crates/beryl-app/src/composer_host/error.rs	b00dfad1f1da2f4ecd34340f8ad36742022be126	6355	131	source	audited	full_bodies		Examined 1-131. All thiserror variants and source conversions; already uses existing derive, no additional error framework proposed.
crates/beryl-app/src/composer_host/history.rs	867b6e7753fbaacc87300a00ff7a008284b08c6f	18643	506	source	audited	full_bodies	AP-007	Examined 1-506. Begin identity replay, live/detached custody, durable reconciliation and committed position repair; request-sequence reset conflicts with current authority.
crates/beryl-app/src/composer_host/history/position.rs	5cc549563eba2adf2d596ae4e29d9c9c02aa0932	3570	101	source	audited	full_bodies		Examined 1-101. Exact UTF-8 position validation and bounded one-neighbor marker gap reconstruction; retain.
crates/beryl-app/src/composer_host/lifecycle/autosave.rs	8d6e7c2f32ac21537be83827efd2fdda7d3a55e2	9536	238	source	audited	full_bodies	AP-002	Examined 1-238. Timer/settings generations, capture and failure rearm, publication completion; shared classification candidate only.
crates/beryl-app/src/composer_host/lifecycle/close.rs	33381c2e1899da43a1914737fd79f72824e94abc	2657	78	source	audited	full_bodies		Examined 1-78. Exact close gate authorization/release and autosave custody transfer; distinct gate lifetime required.
crates/beryl-app/src/composer_host/lifecycle/flush.rs	a137960945dc2c3e0bba4dde1b9246c9f52e56ee	19047	457	source	audited	full_bodies	AP-002	Examined 1-457. Join/capture/publication/disposal and checkpoint fences; shared publication failure classification candidate.
crates/beryl-app/src/composer_host/lifecycle/mod.rs	861f03d8074af8e0932215cd076d11546f2c47b1	13300	444	source	audited	full_bodies		Examined 1-444. All lifecycle types/timer arithmetic/diagnostics/callback checks; unused dirty argument and duplicated completion plumbing inspected.
crates/beryl-app/src/composer_host/lifecycle/service.rs	caab4ace4bf709872c4ed6d5289a043de80347e2	3826	93	source	audited	full_bodies		Examined 1-93. Service disposal releases or reconciles precise publication/disposal stage; do not collapse lifecycle with ordinary close.
crates/beryl-app/src/composer_host/lifecycle/settlement.rs	b830fd561e399216e5e89a4d0c80e5457020a356	8478	209	source	audited	full_bodies		Examined 1-209. Stage dispatch, cancellation, release and completion/error mappings; custody preserved.
crates/beryl-app/src/composer_host/mod.rs	c973cdee9e5d1d02d183268a28c3c05bb14214c2	12943	353	source	audited	full_bodies		Examined 1-353. All host state/accessors/admission accounting/test hooks and generation allocator; compact restoration versus live custody retained.
crates/beryl-app/src/composer_host/model.rs	8ca78c3a00a41503e66d3b78c071526ad91b82f1	12179	419	source	audited	full_bodies		Examined 1-419. All exact identities, bounded demand/request/response types and conversions; candidate/current/historical distinction retained.
crates/beryl-app/src/composer_host/mutation.rs	e15ae9de2a109dabbaa0602b6ebd51b771032a93	12843	400	source	audited	full_bodies	AP-001	Examined 1-400. Both page frontiers, canonical replay validation, retained intent/phase/custody models and checked totals; shared progress payload candidate.
crates/beryl-app/src/composer_host/mutation/drive.rs	a1bae23c68507b94e281cff525a273161fad10ab	22403	554	source	audited	full_bodies	AP-001	Examined 1-554. Every build/staging/page/rollback/settlement body including test-fault and normal cfg branches; duplicate translated batch preparation found.
crates/beryl-app/src/composer_host/mutation/execution.rs	e43a34c34d71d78c3fcdbf3b888af931f3154124	22914	560	source	audited	full_bodies	AP-001	Examined 1-560. Begin/stage/finish/current and detached execution, terminal custody, fault branches and key conversions; no scenario sampling.
crates/beryl-app/src/composer_host/mutation/settlement.rs	d19d3e24fd01480a807f8faccad3f8d6d509982a	5385	122	source	audited	full_bodies	AP-007	Examined 1-122. Staging/build cancellation, exact committed binding adoption, all reconciliation alternatives; request-sequence reset observed.
crates/beryl-app/src/composer_host/mutation/translation.rs	deef6cefcf6a47712593e470cce51c5d83878c86	19101	480	source	audited	full_bodies	AP-001	Examined 1-480. Source/proposal translation, every object operation, metadata intake/map, scalar chunks and canonical positions; exact marker proof retained.
crates/beryl-app/src/composer_host/publication.rs	12058e29b4fdd5208d12e5477e74af1ae63a3153	14894	452	source	audited	full_bodies		Examined 1-452. All capture/authentication/evidence/Asset-plan and lane/custody definitions; captured/published and opaque source responsibilities remain distinct.
crates/beryl-app/src/composer_host/publication/disposal.rs	2c7b6af5f913857aade7f5378d81e529232cba32	9617	241	source	audited	full_bodies		Examined 1-241. Exact clean-disposal ticket, admitted/reconciling/terminal custody and noncommit/collision mapping; retain.
crates/beryl-app/src/composer_host/publication/execution.rs	1fac1afb79b481241bad1910061b8c2a1cf493db	14547	337	source	audited	full_bodies		Examined 1-337. Execution/reconciliation/convergence reads, exact or same-session successor classification, Asset contributions and fault cut; preserve.
crates/beryl-app/src/composer_host/publication/lane.rs	65b62193d05e3db32b6c5c7a464a8b0e7b231279	18581	435	source	audited	full_bodies		Examined 1-435. All clean/captured/sealing/releasing/terminal paths and cfg diagnostics; retained sealed evidence prevents losing proof on preparation error.
crates/beryl-app/src/composer_host/request.rs	fd0d5dee8d24e32f27c0eac5476e92c87ab90840	13265	342	source	audited	full_bodies	AP-007	Examined 1-342. All admission/cancel/execute/complete read cases and target/root/restoration checks, including independent before/after observations.
crates/beryl-app/src/composer_host/submission.rs	c5c0ba930fdbad66fa28862e366869e3335f2c14	20955	503	source	audited	full_bodies	AP-002	Examined 1-503. Entire flush/capture/materializer/acceptance-transition flow including restoring original stage on errors and cfg cuts; shared flush-result application candidate.
crates/beryl-app/src/composer_host/submission/acceptance.rs	730f690755dd1aa3812f3bdae459cd270a6bf5e8	5642	139	source	audited	full_bodies		Examined 1-139. Every cancellation/free-space/final-command/reconciliation outcome and test fault cut; retain exact send-and-clear boundary.
crates/beryl-app/src/composer_host/submission/diagnostics.rs	06bb3e330536f95a1fed17c1c628af462c1d8da4	2273	63	source	audited	full_bodies		Examined 1-63. All bounded stage diagnostics and test acceptance projection; no independent reduction identified.
crates/beryl-app/src/composer_host/submission/disposal.rs	4e2eed17b7027764942b3ffb49c2211a5f891e88	1368	35	source	audited	full_bodies		Examined 1-35. Exact outstanding reconciliation settlement before dropping submission; result-discard match can be direct call but no material saving.
crates/beryl-app/src/composer_host/submission/model.rs	aec117420df008dec9a502bc19ad83f1f835bf2b	6738	216	source	audited	full_bodies		Examined 1-216. All opaque submission identities, captured selector versus live candidate, stage/error/diagnostics models and cfg variants; retain.
crates/beryl-app/src/composer_marker_seal.rs	b5cf7fa14d68ed0c21b04c343420b9f84333b8e0	15637	473	source	audited	full_bodies	AP-008	Examined 1-473. All construction/global registry, lock-release-drive-lock completion, retirement, clone/drop and cfg fault bodies; registry removal already mandated by architecture, not new savings.
crates/beryl-app/src/composer_marker_seal/admission.rs	afc5b30fef4aaa484260c92d53524f2b6c316fc4	5750	148	source	audited	full_bodies		Examined 1-148. All exact candidate/supersession validation, same-operation/staging conflict, coalescing, limits and locked recheck paths; retain.
crates/beryl-app/src/composer_marker_seal/drive.rs	aef39f65823b1945dc1ea4dd0610e68c46001722	13391	320	source	audited	full_bodies	AP-004	Examined 1-320. All begin/page/Asset seal/replay and EOF paths; begin Sealed-nonempty branch duplicates existing completed_nonempty helper.
crates/beryl-app/src/composer_marker_seal/durability.rs	042c9d7c82370eb1f08fd7c8b19d41f6a5620af6	4986	156	source	audited	full_bodies		Examined 1-156. Cross-domain frontier validation, exact command resolution, generation retirement and both cfg fault types; retain.
crates/beryl-app/src/composer_marker_seal/terminal.rs	3d65c973c0f9eb98712f20cccaa1274be7ae2a91	11523	286	source	audited	full_bodies	AP-004	Examined 1-286. All release/active-drive race, exact intent, disposal and durable status mapping bodies; release-admission tail can be shared without deleting checks.
crates/beryl-app/src/composer_marker_seal/types.rs	02b530565620760346427757275ce95bd8a3f2c6	11455	347	source	audited	full_bodies		Examined 1-347. Every request, outcome, typed error, limit clamp and redacted Debug implementation; no error-derive saving (already derives).
crates/beryl-app/src/conversation_tools.rs	31b286fb2fede4558f7ed1fef3d8df29cdcc364f	9746	274	source	audited	full_bodies		Examined 1-274. Canonical ordered registry and exact SHA-256 profile; rejecting sink retains no request payload.
crates/beryl-app/src/conversation_tools/arguments.rs	c78fb11f6cd60e9fea447a582f65bc523d0ddccf	7551	209	source	audited	full_bodies		Examined 1-209. Already shared streaming closed-object state machine; whole-Value replacement violates ingress contract.
crates/beryl-app/src/diagnostic_child_control.rs	d6f98edfdd01c8b30bfce7fbf2879a54ae229829	5040	150	source	audited	full_bodies		Examined 1-150. Bounded normalization and exact stop/optional wait identities serve different admission semantics.
crates/beryl-app/src/diagnostic_child_dynamic_tools.rs	a408cdaa0e21dafc13c114a5df7978d21237c94a	40854	1085	source	audited	full_bodies	AU-001	Examined 1-1085. Repeated bounded wire utilities and limited-read schemas; child-specific target/wait/namespace policy remains.
crates/beryl-app/src/diagnostic_child_protocol.rs	3df1ebc4d1741aa38b0dd82c3c181e79eb19fd87	13503	404	source	audited	full_bodies	AU-009	Examined 1-404. Bounded newline drain, request correlation and response-size fallback retained; generic RPC package not smaller.
crates/beryl-app/src/diagnostic_child_supervisor.rs	7b93bfe528751cda8e4fa612c200c1c741de7157	32093	928	source	audited	full_bodies	AU-009	Examined 1-928. Exact process ownership, handshake and failed-cleanup custody remain; inspected process-wrap std JobObject cannot preserve kernel kill-on-close.
crates/beryl-app/src/diagnostic_child_supervisor/launch.rs	3702d8bf2eefaa8dc0fd3d5783ff26180ff25655	3135	105	source	audited	full_bodies	AU-009	Examined 1-105. Absolute explicit executable, metadata and Unix execute-bit validation are deliberate launcher boundary.
crates/beryl-app/src/diagnostic_child_target.rs	28f786500de6068f35c612328dfa08917b1b819d	6906	210	source	audited	full_bodies	AU-009	Examined 1-210. Bounded bridge and atomic pending/claimed/cancelled transition prevent late execution.
crates/beryl-app/src/diagnostic_dynamic_tools.rs	a8f4a52b9b353705eb871b61b4900616772a5333	51929	1466	source	audited	full_bodies	AU-001;AU-002;AU-004	Examined 1-1466. Repeated wire helpers and three equivalent sequenced ring mechanics; typed snapshots/redaction remain.
crates/beryl-app/src/dynamic_tool_namespace.rs	8a5ec67aee7b88b96dc3189f0a0939e488870a27	142	3	source	audited	declarations_only		Examined 1-3. Single namespace constant.
crates/beryl-app/src/gui_control_dynamic_tools.rs	3b9f50bfddbd84eab77c3874700c02a889587dad	15521	506	source	audited	full_bodies	AU-001;AU-004	Examined 1-506. Repeated bounded wire utilities; exact child control conversion and scroll finite bounds remain.
crates/beryl-app/src/input_admission.rs	d4b8ec1387138d4ac87b55d75fd4bd7f5e1c970d	12560	353	source	audited	full_bodies		Examined 1-353. Already shared owner-transfer command; first-acceptance and promotion reconciliation preserve distinct statuses.
crates/beryl-app/src/lib.rs	0d93e83956a72a84cb4068cf740eed061e913b30	10364	199	source	audited	declarations_only		Examined 1-199. Exports and module composition only; historical doc examples examined, not removal work.
crates/beryl-app/src/lifecycle_dynamic_tools.rs	877ca9e3c3f23c3fb8ce4c6673c3777604d70942	6806	219	source	audited	full_bodies		Examined 1-219. Allocation-free closed enum matcher shares product sink; no substantial smaller alternative.
crates/beryl-app/src/main_window/composer_slot.rs	184338c786543cbe479dbf19f13aa47f6905eb64	27892	704	source	audited	full_bodies	AM-009	Examined lines 1-704, all bodies, types, macros and cfg. Reviewed slot installation, selection and host/service transition ownership; separate pending/selected/retiring custody remains necessary.
crates/beryl-app/src/main_window/composer_slot/close.rs	6bedd2814ceb9f4bee0f8d570ca2dd5447c7aaf2	2646	78	source	audited	full_bodies		Examined lines 1-78, all bodies, types, macros and cfg. Reviewed close admission and exact selected-attempt checks; no independent reduction beyond retained close protocol.
crates/beryl-app/src/main_window/composer_slot/dispatch.rs	1e479549502cb282bc3d211c3b656c1579446261	21560	547	source	audited	full_bodies	AM-007	Examined lines 1-547, all bodies, types, macros and cfg. Reviewed request dispatch, mutation/proof admission, stale binding checks and numbering; same-host allocator observation coordinated with AP-007.
crates/beryl-app/src/main_window/composer_slot/dispatch/proof.rs	0d6a9a074f3c01c9050301719cd740f6e457499f	9139	237	source	audited	full_bodies		Examined lines 1-237, all bodies, types, macros and cfg. Reviewed bounded successor and historical proof dispatch and authentication; stale binding and proof limits are retained.
crates/beryl-app/src/main_window/composer_slot/dispatch/terminal.rs	e4c2dc0d79f05e30dfd6de0d8f359ec196a6d223	6511	188	source	audited	full_bodies		Examined lines 1-188, all bodies, types, macros and cfg. Reviewed terminal dispatch/mutation outcome conversion and pending state cleanup; typed error/custody distinctions remain necessary.
crates/beryl-app/src/main_window/composer_slot/dispatch/translate.rs	4d099eb29c5af1c181a358c2f167a585071b0652	14758	390	source	audited	full_bodies	AM-001	Examined lines 1-390, all bodies, types, macros and cfg. Reviewed all page/object/proof request and response conversions; common pure request mappings can serve seed matching.
crates/beryl-app/src/main_window/composer_slot/lifecycle.rs	5317781349989273b1a172cd3aa6037646657d61	11228	301	source	audited	full_bodies		Examined lines 1-301, all bodies, types, macros and cfg. Reviewed activation/publication/disposal lifecycle transitions and exact capture identity; no new savings beyond host-owned findings.
crates/beryl-app/src/main_window/composer_slot/model.rs	5d70def68540fc498c391cbe790344b9f14031ea	4923	161	source	audited	full_bodies		Examined lines 1-161, all bodies, types, macros and cfg. Reviewed every selection, binding, transition, receipt and error type; distinct identity/custody moments retained.
crates/beryl-app/src/main_window/composer_slot/native_lineage.rs	d84a505331602a2cffd8b726c825a8f73d98d42f	5027	131	source	audited	full_bodies		Examined lines 1-131, all bodies, types, macros and cfg. Reviewed native suspension, restoration and prepublication bridge; exact generation/seed checks retained.
crates/beryl-app/src/main_window/composer_slot/retirement.rs	2523a53a5a235a35c4bb1ea04ab097014085d24d	12130	299	source	audited	full_bodies	AM-009	Examined lines 1-299, all bodies, types, macros and cfg. Reviewed selected/pending retirement preparation, reconciliation and source custody; no safe lifecycle collapse established.
crates/beryl-app/src/main_window/composer_slot/state.rs	0685fa6fb7255c77514b88d081ddedd3fdb7d39d	1549	46	source	audited	full_bodies		Examined lines 1-46, all bodies, types, macros and cfg. Reviewed all slot state/snapshot fields and error variants; different pending/selected/retiring states have live behavior.
crates/beryl-app/src/main_window/composer_slot/submission.rs	f2bd2830a42aae150e11e62d6d75ef7f684ca211	10429	256	source	audited	full_bodies		Examined lines 1-256, all bodies, types, macros and cfg. Reviewed exact selected submission ticket routing and successor handoff; no independent simplification beyond AP submission classification.
crates/beryl-app/src/main_window/conversation_composer.rs	617efb73cddf3983420069e2bbff8bfdad81a7ea	18111	491	source	audited	full_bodies	AM-003	Examined lines 1-491, all bodies, types, macros and cfg. Reviewed configuration, admission arithmetic, saved-versus-adopted identity and every getter; shared residency quantities preserve typed roles.
crates/beryl-app/src/main_window/conversation_composer_mount.rs	4f099bb98965490c823835d8de811f48930ab175	39992	980	source	audited	full_bodies	AM-009	Examined lines 1-980, all bodies, types, macros and cfg. Reviewed mount construction, render, submission/close/activation routes and disposal lifecycle; retain asynchronous cleanup boundaries.
crates/beryl-app/src/main_window/conversation_composer_mount/autosave.rs	0b4ccd08fea3a00f760e01fba4d1a427f262ea34	18707	483	source	audited	full_bodies		Examined lines 1-483, all bodies, types, macros and cfg. Reviewed timer/fire/publication joins, captured dirty frontier and close interactions; success tails alone do not justify a new framework.
crates/beryl-app/src/main_window/conversation_composer_mount/autosave/model.rs	3f53cf00aa5ff1cc645c0c9063c650e3d656ad33	4708	155	source	audited	full_bodies		Examined lines 1-155, all bodies, types, macros and cfg. Reviewed all autosave timer, flight, retained publication and generation values; distinct ownership/capture moments retained.
crates/beryl-app/src/main_window/conversation_composer_mount/close.rs	82f37b89fe2c9d8954f928a3b53f9494f4f43a7a	15724	428	source	audited	full_bodies	AM-009	Examined lines 1-428, all bodies, types, macros and cfg. Reviewed resident close gating, asynchronous completion and failure restoration; independent disabled state must survive close failure.
crates/beryl-app/src/main_window/conversation_composer_mount/close/work.rs	d3e190cee5cb13ab6c9344ca7bb89233d56dadca	14534	346	source	audited	full_bodies	AM-009	Examined lines 1-346, all bodies, types, macros and cfg. Reviewed background close work, exact attempt identity and late result handling; no removal of worker-held custody justified.
crates/beryl-app/src/main_window/conversation_composer_mount/native_disposal.rs	94e11ca902030d6a68853d29ac2b7f0792afad3d	7258	172	source	audited	full_bodies	AM-009	Examined lines 1-172, all bodies, types, macros and cfg. Reviewed native disposal step/result handling and status projection; terminal cleanup remains distinct from widget lifetime.
crates/beryl-app/src/main_window/conversation_composer_mount/native_lineage.rs	c1ad5b04a5a44b10c34fc65b80aea3b94775d442	24114	608	source	audited	full_bodies	AM-009	Examined lines 1-608, all bodies, types, macros and cfg. Reviewed prompt entry, suspension seed, cancellation, restoration and cleanup ordering; no counted aggregate-state rewrite.
crates/beryl-app/src/main_window/conversation_composer_mount/native_lineage/prompt.rs	db92402b63c061b2675d7751a8fe14a0e982ccbb	21691	522	source	audited	full_bodies	AM-002	Examined lines 1-522, all bodies, types, macros and cfg. Reviewed prompt rendering, actions, tooltip and test diagnostics; duplicate status presentation is a concrete shared projection candidate.
crates/beryl-app/src/main_window/conversation_composer_mount/native_lineage/realization.rs	f698efa30e7432af9734b23cfb20d45583473df9	19992	472	source	audited	full_bodies	AM-009	Examined lines 1-472, all bodies, types, macros and cfg. Reviewed native source polling, validation, page/object requests and terminal result custody; no generic future substitution established.
crates/beryl-app/src/main_window/conversation_composer_mount/pending_presentation.rs	e0d5d4925c9f8cb09186208a5ad9d20b5bc316ca	8583	215	source	audited	full_bodies	AM-009	Examined lines 1-215, all bodies, types, macros and cfg. Reviewed pending presentation state, first demands, estimates and route-loss handling; bounded pending ownership retained.
crates/beryl-app/src/main_window/conversation_composer_mount/realization.rs	3e40168e90eab434533b5cd1c97e18e3dc40d304	1893	58	source	audited	full_bodies		Examined lines 1-58, all bodies, types, macros and cfg. Reviewed mount realization and binding/identity checks; thin integration already reflects the required boundary.
crates/beryl-app/src/main_window/conversation_composer_mount/submission.rs	859b4d495008844765d70e8447d0a480fd275f94	28425	739	source	audited	full_bodies		Examined lines 1-739, all bodies, types, macros and cfg. Reviewed all submission capture, advance, successor, reconciliation and failure paths; exact root/readiness custody retained.
crates/beryl-app/src/main_window/conversation_composer_mount/submission/test_faults.rs	0359cdf8d142feba666ef7c5b3965b05689e6754	8216	250	source	audited	full_bodies	AM-004	Examined lines 1-250, all bodies, types, macros and cfg. Reviewed every injected submission outcome, gate, token and diagnostics branch; gate plumbing can reuse the service primitive.
crates/beryl-app/src/main_window/conversation_composer_owner.rs	c728d4b7cb97171409a0bc51292d06a962462071	24135	644	source	audited	full_bodies	AM-001,AM-009	Examined lines 1-644, all bodies, types, macros and cfg. Reviewed owner fields and state, release/generation mechanics and seed representation; redundant response tag can be removed locally.
crates/beryl-app/src/main_window/conversation_composer_owner/clipboard.rs	4dede5e3daf006ebd6d92c1a42bafa855534fa23	12988	358	source	audited	full_bodies	AM-009	Examined lines 1-358, all bodies, types, macros and cfg. Reviewed clipboard begin/finish/cut behavior and caller limits; existing coordinator and exact selection authentication retained.
crates/beryl-app/src/main_window/conversation_composer_owner/clipboard/collection.rs	e35feca39bddcf47fc2320a2d8a3edbf8a1371ab	7616	189	source	audited	full_bodies	AM-009	Examined lines 1-189, all bodies, types, macros and cfg. Reviewed bounded clipboard page collection and terminal/failure cleanup; no flattening or whole-draft shortcut proposed.
crates/beryl-app/src/main_window/conversation_composer_owner/clipboard/paging.rs	a975a26410676968930f81f93e365d0700a33ea7	9442	248	source	audited	full_bodies	AM-009	Examined lines 1-248, all bodies, types, macros and cfg. Reviewed forward/backward clipboard paging and marker-tail handling; cross-page marker gap authentication requires retained tail.
crates/beryl-app/src/main_window/conversation_composer_owner/close.rs	dc05e87c351f467bb0b19b14e711896060f59d6d	2234	62	source	audited	full_bodies		Examined lines 1-62, all bodies, types, macros and cfg. Reviewed owner close-read-only capture/release behavior; semantic close state is distinct from ordinary disabled state.
crates/beryl-app/src/main_window/conversation_composer_owner/construction.rs	73f6fe731b8473b7592477e60d180d06c6ad2fe4	19527	479	source	audited	full_bodies	AM-001	Examined lines 1-479, all bodies, types, macros and cfg. Reviewed all constructors, seed compatibility and subscription installation; request translations duplicate mounted dispatch mappings.
crates/beryl-app/src/main_window/conversation_composer_owner/dispatch.rs	f78f8262a03557076f7c25d361aa426cc0d255b3	30016	727	source	audited	full_bodies	AM-009	Examined lines 1-727, all bodies, types, macros and cfg. Reviewed widget effect dispatch, pending completion, proof/edit/cut handling and result application; typed boundaries retained.
crates/beryl-app/src/main_window/conversation_composer_owner/lifecycle.rs	09c6b606e49501d3ee6458eecbfcbfb1a978b606	17202	459	source	audited	full_bodies	AM-009	Examined lines 1-459, all bodies, types, macros and cfg. Reviewed pending/selected activation consumption, binding updates and release/cancellation; no counted universal lifecycle rewrite.
crates/beryl-app/src/main_window/conversation_composer_owner/prepublication.rs	f184da877eeafdf986a8b5afedeccba4499b12b7	15272	428	source	audited	full_bodies	AM-009	Examined lines 1-428, all bodies, types, macros and cfg. Reviewed prepublication capture/advance and native current/proof acquisition; exact root and cleanup custody retained.
crates/beryl-app/src/main_window/conversation_composer_owner/realization.rs	744973b74f13e4fcdc32930a3b43a4d405604b24	4381	115	source	audited	full_bodies		Examined lines 1-115, all bodies, types, macros and cfg. Reviewed bounded owner realization ownership and native environment reporting; no logical draft cap inferred.
